,Rows,"Угол нашивки, град",Плотность нашивки,"Угол нашивки, град-Плотность нашивки"
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.009827259964597435,0.016844914078143036,0.003508827056771746
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.06332444878498711,-0.006426437217252223,-0.03487544300112022
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.062130799541530335,0.010933777092327568,-0.02559851122460216
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03673862472617273,0.016748639315682712,-0.009994992705246175
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,0.010464777174171158,-0.06029847706216018,-0.02491684994399551
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,0.0018922053347982803,0.000990128191893258,0.0014411667633446035
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.0607201231628991,-0.051976012864471954,-0.056348068013686414
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.05182201062076541,-0.05591308076930224,-0.053867545695035046
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.02339145591297198,-0.0651533340331254,-0.04427239497304969
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.05301565986422241,-0.059146560374845114,-0.05608111011953476
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.02176375239916717,-0.056368911751528916,-0.03906633207534904
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.03771524683445571,-0.06354785561528775,-0.050631551224872506
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.04726444078211167,-0.029090044808379734,-0.03817724279524626
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.05117092921524358,-0.07073234000831019,-0.060951634611778105
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.0006036067197028316,-0.007014679010532765,-0.0038091428651182424
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.0009291474224637497,-0.0429174363035294,-0.021923291862997685
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,0.031082355015700558,-0.04798660560976442,-0.00845212529703293
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.0003730153885802556,-0.04560399378102509,-0.02261548919622347
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.011237936343228228,-0.02558337736980154,-0.018410656856515994
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,0.0008070696589282944,-0.034640118842281575,-0.01691652459167786
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.04455160159243676,-0.06891985706128922,-0.056735729326863216
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.01622956045223045,-0.036509116393810714,-0.02636933842302147
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0030994187742034995,-0.07131428286514452,-0.0372068508196749
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03966849105102188,-0.052570184631988814,-0.04611933784150635
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.02511410879841569,-0.04164191678890572,-0.008263903995245958
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.02187226596675429,-0.010680007468179653,-0.01627613671746797
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.03435132623925896,-0.09236006581305323,-0.0633556960261572
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03977700461860878,-0.028686138570307662,-0.034231571594459
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.058766878946333145,-0.057724779100349455,-0.05824582902334252
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.018074291101209283,-0.04142537026060866,-0.02974983068090986
"Соотношение матрица-наполнитель-Плотность, кг/м3-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.04269330674750926,-0.015058017676607305,0.013817644535450424
"Соотношение матрица-наполнитель-Плотность, кг/м3-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.0011326103616892125,-0.013517537888627196,-0.006192463763469935
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.0607201231628991,-0.035018238024632,-0.047869180593766214
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.050953902080069335,-0.0006999653894619318,-0.0258269337347663
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.05030282067454728,-0.004076869109962411,-0.027189844892255954
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.03521943477995482,-0.07089659206281707,-0.05305801342138672
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.08144621457201584,-0.04634416669608643,-0.06389519063405236
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.07591202262507868,-0.03283320902678799,-0.05437261582593389
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.05095390208006956,-0.028792156531248336,-0.03987302930565961
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.12061961247092157,-0.039224891034548515,-0.07992225175273593
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.04444308802484964,-0.026324268226176617,-0.03538367812551391
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.11497690695639795,-0.018866101523963064,-0.06692150424018095
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.012431585586685445,0.005329584131028575,-0.0035510007278294897
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.05182201062076541,5.284104617009344e-05,-0.025884584787298548
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.015252938343947475,-0.020234594380535542,-0.017743766362242175
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.04183876240276141,-0.011007283108594335,-0.02642302275567865
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.06484363873120524,-0.016751612348802736,-0.04079762554000477
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.024585105156428977,0.009093223473804035,-0.0077459408413134145
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.05312417343180953,-0.052181647396200015,-0.05265291041400533
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.035979029753063774,0.0059861513470550465,-0.014996439203005085
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.027297944346104108,-0.013648501381319456,-0.020473222863712448
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.049000657863503605,-0.047144740927811624,-0.04807269939565828
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.014601856938425417,-0.015296687476947568,-0.01494927220768727
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.022306320237102106,0.009496722347374531,-0.006404798944864898
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.10607879441426404,-0.06573796448267366,-0.08590837944846974
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.035327948347541716,0.026110042586711235,-0.004608952880416239
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.09001878641138839,-0.03461174868939687,-0.06231526755039363
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.07808229397681887,-0.007762170816645764,-0.042922232396732984
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0023398238010947647,-0.0012781900380238742,-0.0018090069195607628
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.056705121162180294,-0.01552532607266821,-0.0361152236174247
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.025344700129538156,-0.03348431721779388,-0.029414508673667017
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.017097668992926085,-0.054394937575208635,-0.03574630328406836
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.01861685893914422,-0.010988235987036576,-0.014802547463090732
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.02642983580540803,-0.06813805864684452,-0.047283947226127054
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.01894239964190536,-0.076391703416685,-0.04766705152929562
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.014059289100490258,-0.047168482066672235,-0.03061388558358158
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.00710085657897408,-0.047477127203150005,-0.020188135312088518
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,0.0022177460375593094,-0.023216020706294582,-0.010499137334368525
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.05572849905389732,-0.10498021518272438,-0.08035435711831096
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.03261510915786703,-0.025758620384961572,-0.029186864771415078
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.06636282867742316,-0.08457898793052276,-0.0754709083039744
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.06636282867742316,-0.09678053096975714,-0.0815716798235907
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,-0.06766499148846705,-0.10399597124565663,-0.0858304813670624
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.0667968829477712,-0.07652083171478496,-0.07165885733127875
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.056162553324245135,-0.0473643374691195,-0.05176344539668287
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.03695565186134675,-0.09491604700823819,-0.06593584943479369
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.02632132223782091,-0.03227871511166458,-0.0293000186747443
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.06104566386566024,-0.09720057668641435,-0.07912312027603774
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.045636737268306415,-0.059206783393762175,-0.052421760331035405
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.061588231703595175,-0.07598109532184272,-0.0687846635127195
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0659287744070749,-0.05246895433377663,-0.05919886437042632
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.005486717261117713,-0.06521293790402827,-0.03534982758257388
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0194849674798403,-0.10614992953512448,-0.06281744850748316
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.038474841807564886,-0.01981179298210245,-0.029143317394834223
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.017748750398448143,-0.08998819377426481,-0.053868472086357255
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03272362272545393,-0.01654986096202049,-0.024636741843737875
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0001695524493545708,-0.07956516154924054,-0.039867356999298
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.011563477045989368,-0.035257630664119466,-0.023410553855055416
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.008959151423901357,-0.058942124453489786,-0.03395063793869679
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.07363323770575203,-0.03477862043584734,-0.05420592907080046
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.06864161359675003,-0.08713903655363842,-0.07789032507519533
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.043466465916566444,-0.03702628149050424,-0.040246373703536675
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.048241062890394426,-0.08429213633551114,-0.06626659961295356
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.0399940317537828,-0.043832993040613166,-0.04191351239719909
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.027623485048865026,-0.029927355214223628,-0.02877542013154566
"Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,4.747468581933756e-05,-0.061677404865099206,-0.030814965089640822
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.025019159426777238,-0.08081851150947217,-0.052918835468125924
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.022848888075037044,-0.07443393009943833,-0.04864140908723913
"Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.03370024483373668,-0.07704550924017828,-0.05537287703695837
