,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.05899803945540061,-0.11487832968427192,-0.0869381845698366
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.08310950519943971,-0.10864545275191628,-0.09587747897567822
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.04783780033144036,-0.10021346691644273,-0.07402563362394143
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.07064093229898427,-0.009448081874491754,-0.0400445070867379
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.11235906433457754,-0.009427580839900696,-0.06089332258723901
"модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.08320743669241737,-0.06824756567680246,-0.07572750118461036
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06349208592705002,-0.10656544919598776,-0.08502876756151867
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.05095214939323944,-0.113153604480428,-0.08205287693683427
"модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.07026439991409039,-0.14049507141777862,-0.1053797356659344
"модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06775222123555946,-0.05283740799073633,-0.06029481461314845
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.013673200590254897,-0.14192812168865565,-0.0778006611394555
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0133690026230886,-0.09038958128105756,-0.051879291952072526
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.06576404662190782,-0.10301797115663103,-0.08439100888926931
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.0035062560295193723,-0.12165771066563846,-0.0625819833475788
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.025283782498729757,-0.16948036265551303,-0.09738207257712106
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.01967062323241553,-0.11402472263604779,-0.066847672934232
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.05606481208214298,-0.10064156296267335,-0.07835318752240794
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.06023167716417599,-0.08373032359335175,-0.07198100037876376
"модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.08912391473665404,-0.11586539478444569,-0.1024946547605502
