,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.04163766845039496,-0.12718407462969306,-0.08441087154004345
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.06085723606808857,-0.11770100183163246,-0.08927911894986051
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.06192332492476549,-0.10718618232385757,-0.08455475362431197
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.05785090756169198,-0.09433273500268458,-0.07609182128218772
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.03739474562663614,-0.12399441556047619,-0.08069458059355661
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.04320037664738807,-0.10293950032782195,-0.0730699384876049
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.047489298208390984,-0.11292727778898137,-0.08020828799868585
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.05247128228979214,-0.05851143247558843,-0.05549135738269029
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.06697303332981819,-0.07452173178409693,-0.07074738255695712
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.06400821209993013,-0.030778164345158565,-0.047393188222544236
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.06213356725503649,-0.07416121634296724,-0.06814739179900164
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.07039221031646492,-0.04262358114575071,-0.05650789573110815
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.05375903337425525,-0.07253262843845842,-0.06314583090635728
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.02335290199018436,-0.0570792802120732,-0.04021609110112889
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0638346026622647,-0.08614285765207375,-0.07498873015716867
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.0380921952909965,-0.11659854088669697,-0.07734536808884662
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.06159182515290906,-0.09247607224631538,-0.07703394869961155
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.1030951886923166,-0.06753496882925725,-0.08531507876078703
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.06675213511429146,-0.11536434547160046,-0.09105824029294651
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.044640476423193576,-0.11401001811577838,-0.07932524726948587
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.09996308246597563,-0.10331425792573645,-0.10163867019585593
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.052119029240274894,-0.10212277501147082,-0.07712090212587286
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.08188414693793433,-0.09063600434217589,-0.08626007564005522
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.08215977197283353,-0.08363931673739056,-0.08289954435511193
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.047252712831741484,-0.12040709276006467,-0.08382990279590308
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.04882550368979399,-0.1270527126674732,-0.08793910817863371
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.04127796225876201,-0.10312057258888574,-0.07219926742382421
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07776360239591518,-0.13190120938147354,-0.10483240588869425
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03468938359799756,-0.09152567643530185,-0.06310753001665015
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.03803950606715634,-0.08873355515048065,-0.06338653060881838
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.04389660222757197,-0.06754744402152424,-0.055722023124548326
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07700076409841161,-0.09837102990628699,-0.0876858970023493
"Соотношение матрица-наполнитель-модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.058452435598410624,-0.11815376201818117,-0.08830309880829557
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.11560621226731027,-0.1572474306476772,-0.13642682145749407
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.097067495704382,-0.07743035950566068,-0.08724892760502079
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.11223498862102788,-0.05834631712471672,-0.08529065287287241
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.1008559953278032,-0.12005446782336704,-0.11045523157558546
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.06529519467055622,-0.10936218373276807,-0.08732868920166237
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.06435286626191039,-0.14112150566336057,-0.10273718596263526
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.05553707762356219,-0.14047398729547478,-0.09800553245951871
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.09387886523887867,-0.04768251327951867,-0.070780689259199
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.09077257143664541,-0.08992911546885574,-0.09035084345275057
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.08189561631832931,-0.07291502761832147,-0.07740532196832572
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.06280774196604111,-0.13679857881580126,-0.09980316039092174
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.09231945902824279,-0.13674095577839696,-0.11453020740331954
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.03924503244819122,-0.13871463438049791,-0.0889798334143449
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.05510718978044049,-0.09128046803420253,-0.07319382890732129
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.08082401917907966,-0.059197036362594435,-0.07001052777083683
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05964230088617528,-0.06564041010488131,-0.0626413554955283
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.06778394280027022,-0.0763136963251767,-0.07204881956272358
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.048397020979819905,-0.09384323967233232,-0.07112013032607611
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.08279049620593626,-0.14984680693293928,-0.11631865156943777
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.10487936769288853,-0.0775653015493778,-0.09122233462113327
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.08476788624027298,-0.12441964077936163,-0.1045937635098173
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.12259533019663826,-0.16405230832316908,-0.14332381925990356
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.05144237536438778,-0.14258998822411617,-0.09701618179425253
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.11400826278189946,-0.08328617179010145,-0.09864721728600001
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.07940158410499998,-0.08910252129670737,-0.08425205270085379
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.13136340446634653,-0.1114213975809295,-0.12139240102363824
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0771820623456212,-0.1130403423043902,-0.09511120232500503
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.0727275752637293,-0.09079803733632752,-0.08176280630002863
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.06338697474878452,-0.11688580588408226,-0.09013639031643406
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09529504660613508,-0.07513050527879761,-0.08521277594246635
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.08917278010046603,-0.11268200144523566,-0.10092739077285051
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.044011883428970444,-0.1417698244367056,-0.09289085393283802
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.10644407329095107,-0.14933313616731825,-0.127888604729135
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06632124965716968,-0.08216141088734297,-0.07424133027225621
"Соотношение матрица-наполнитель-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07986950680453875,-0.08126855239889852,-0.08056902960171863
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.06762160663168126,-0.12485465591187506,-0.0962381312717776
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.07172939836520298,-0.07720993877576321,-0.07446966857048354
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.07448960413341776,-0.18449718052071828,-0.12949339232706825
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.10024690438482198,-0.08617888289393005,-0.09321289363937624
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.06828682699052147,-0.13423034356696806,-0.10125858527874465
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.1045722483303706,-0.06539341430113232,-0.08498283131575124
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0358527846869201,-0.06870485724500686,-0.05227882096596337
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.027054838190577968,-0.15912294979519626,-0.09308889399288678
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.04050658068722823,-0.1046214483575354,-0.07256401452238226
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09223754754651425,-0.10429491655070389,-0.09826623204860907
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.07796447494566294,-0.07869080426373509,-0.07832763960469913
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.032023924136138415,-0.16030405917178014,-0.0961639916539595
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.056259532398003076,-0.10010494117337454,-0.07818223678568914
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.1135856771486432,-0.09303645942128203,-0.10331106828496239
"Соотношение матрица-наполнитель-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.07399920229343637,-0.1205996163879981,-0.09729940934071768
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.09475249489920179,-0.10551735770784854,-0.10013492630352505
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.07816645714955661,-0.17078801814723987,-0.12447723764839835
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.12364653043224916,-0.08330156921322174,-0.10347404982273511
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09498592696735697,-0.07524977052817028,-0.08511784874776318
"Соотношение матрица-наполнитель-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.06280656191339151,-0.08801533159195252,-0.07541094675267246
"Соотношение матрица-наполнитель-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.05525927237521899,-0.08967786718267523,-0.07246856977894733
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.10154265874803636,-0.15400899104565635,-0.1277758248968459
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.07465155296450399,-0.1355570276698408,-0.10510429031717294
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.17401817963855826,-0.11380891014273464,-0.14391354489064667
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.0982640954412961,-0.12244808288667541,-0.11035608916398532
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.11286848786076353,-0.1131946359070215,-0.1130315618838923
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.08284077621062247,-0.13569293953087413,-0.1092668578707483
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.07905566971578981,-0.08813236517170053,-0.08359401744374484
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.053933116278232385,-0.08895531738379203,-0.07144421683101243
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.06940359084098069,-0.13528244143280732,-0.10234301613689412
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.09769554237935107,-0.1737352852776226,-0.1357154138284864
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.059111880473248,-0.09966926102401641,-0.07939057074863254
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.1028812979751228,-0.12886630619721573,-0.11587380208616938
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.0829879341066948,-0.1350557760370339,-0.1090218550718649
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,-0.16422495299920525,-0.1265313715386338,-0.1453781622689193
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,-0.09556465414131754,-0.13037471204052942,-0.1129696830909227
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.11667768809131207,-0.18315380910136092,-0.14991574859633683
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.10251322105115479,-0.11988734936945722,-0.11120028521030612
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.12763846375401755,-0.13091949113173085,-0.12927897744287387
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.1289041026102571,-0.15013008292587782,-0.13951709276806779
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.09512157524378817,-0.19503321429316278,-0.14507739476847525
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.09887060433119643,-0.1574896685654159,-0.12818013644830628
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.07842866124642245,-0.20066669075075083,-0.13954767599858642
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.0932331178333754,-0.09159134560083926,-0.09241223171710777
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.11546140698890661,-0.054230030196324774,-0.0848457185926157
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.11425701689074863,-0.10572885706399959,-0.109992936977374
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.09326828987707292,-0.12844869186655417,-0.11085849087181332
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,-0.02638615345843731,-0.08789764115683463,-0.05714189730763586
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,-0.1096248192788074,-0.13494351595401377,-0.12228416761641048
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.03844145513077901,-0.05549534738884421,-0.04696840125981161
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.09877789058483444,-0.07265950841584923,-0.08571869950034172
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0807283300804249,-0.1360595850132107,-0.1083939575468178
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,-0.04448259029481494,-0.12682960844743074,-0.0856560993711224
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,-0.08965056440441854,-0.14171606834161343,-0.11568331637301632
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,-0.05011339369019918,-0.11655053498160672,-0.08333196433590273
"Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,-0.09164468822793581,-0.0829670205485562,-0.08730585438824567
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.06376847347764047,-0.11762747557977926,-0.09069797452871031
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.0471126273953435,-0.15898087212249323,-0.10304674975891848
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.06847289639214016,-0.1219619283766551,-0.09521741238439818
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.037830622959974525,-0.14492621601687938,-0.09137841948842718
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.11239735096513837,-0.18437620497079643,-0.14838677796796662
"Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.07925682269508716,-0.09582685006882241,-0.08754183638195467
