,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,0.00044099606282144155,-0.03857454101701241,-0.01906677247709515
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0020515767768698456,-0.042184802248697695,-0.02211818951278388
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.002927915687797711,-0.04231987029921891,-0.02262389299350842
"модуль упругости, ГПа-Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.0035809358981879758,-0.04018047577596917,-0.021880705837078795
"модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.005513600265149132,-0.03924141632626221,-0.016863908030556485
"модуль упругости, ГПа-Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.004243626427113845,-0.039583845468716516,-0.017670109520800892
"модуль упругости, ГПа-Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.004007328408411448,-0.0374074519573222,-0.016700061774456043
"модуль упругости, ГПа-Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.00024985581235770216,-0.04095400792721349,-0.020352076057428115
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.03886360191093208,-0.014860944217726324,-0.026862273064329756
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Потребление смолы, г/м2",,-0.03088629241032992,-0.011654929370477296,-0.021270610890403496
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Шаг нашивки",,-0.03307357627836338,-0.01896230167198598,-0.02601793897517457
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Угол нашивки, град",,-0.03391621741664008,-0.01331273148845602,-0.023614474452548384
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2-Плотность нашивки",,-0.03502370661967702,-0.01375344288632352,-0.02438857475300027
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.016382558022826954,-0.009902350325670994,-0.013142454174248974
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.019198453256767944,-0.016218713375233174,-0.017708583316000892
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.020124284836984252,-0.011365451659989478,-0.015744868248487198
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.021039776044339265,-0.011561724496593762,-0.016300750270466402
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.009565504962268934,-0.012922972171240055,-0.011244238566754938
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.010004364528059417,-0.008010664595965666,-0.00900751456201243
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Плотность нашивки",,-0.011294941906187406,-0.0084887922295096,-0.009891867067848947
"Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки-Угол нашивки, град",,-0.01327714245169731,-0.014107248940607331,-0.013692195696152543
