,Шаг нашивки
"Угол нашивки, град///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.026265443723171078
"Угол нашивки, град///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03631266046035253
"Угол нашивки, град///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03564757015752207
"Угол нашивки, град///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.033680296849420976
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3",-0.03374215574035322
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2",-0.019869509881311087
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа",-0.030351664656483868
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Температура вспышки, С_2",-0.025804840177501953
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.017539909153227784
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03330672394187051
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.02388353544060995
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02001741302358684
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.012653791373883116
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02846862254660021
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.03188138967358567
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.04361693699594049
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.037377875037541974
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02901828354090341
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.024323662245198552
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.0365515667373435
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.031484849076314436
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.022292100409695648
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03963167740372153
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02736228946300101
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.03183045164662035
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.043558921904820025
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.03724247180402318
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02913767566696346
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02433374610130401
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.036384887561583534
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.030472711929929286
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.020944533784415853
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03832589879010251
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.026276026758898174
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.04195378764438873
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.035788899056265144
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04892619326071257
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03548472306885042
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Потребление смолы, г/м2///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.036916606807446684
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.02997289018585625
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.041898027330112386
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.03541941272455884
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.027338967906238354
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.022407798631238096
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03469461150422615
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.02928050702200946
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.019659401833294066
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03716502931882437
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.024911278800876957
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03995154636494336
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.0336229681323621
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04697832663144497
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.033356768355992106
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03545976592167288
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.039897279070749914
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.033364469117099116
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04665225128401196
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.033197685980697944
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.033992955238193234
"Плотность нашивки///Содержание эпоксидных групп,%_2///Количество отвердителя, м.%///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04510896715966228
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.025437251816984308
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03696845653273595
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.029745282500770687
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.022420151833047353
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01662284931420044
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.028443762791754423
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.024798696303985013
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01439962625422364
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03129685367005197
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.018867310139437432
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.035282936484946736
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.028431919335552447
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04105291911491227
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02734182215910108
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.029841013767011093
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03493247870024829
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.02783587790300146
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04049976182319015
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.026856936066789627
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.028345770600197495
"Плотность нашивки///Содержание эпоксидных групп,%_2///Потребление смолы, г/м2///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03920508523757804
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.033154525598700024
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.025926806002396496
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03873202832726785
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.024978308483904588
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.027045804748047964
"Плотность нашивки///Содержание эпоксидных групп,%_2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03720610309890393
"Плотность нашивки///Содержание эпоксидных групп,%_2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03658313889928677
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2",-0.027121301950453258
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа",-0.03850017961931318
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Температура вспышки, С_2",-0.03253092493602572
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.023521270742596467
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.01919309424963145
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.030999393193019253
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.026423284478000797
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.017466056037986677
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.03438098527582367
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Модуль упругости при растяжении, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.02172931430379732
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.03683310061705014
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.03104812490031006
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.043916172317227
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.029920379571555245
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Соотношение матрица-наполнитель///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.032943898145791906
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Прочность при растяжении, МПа",-0.036573103057788714
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Поверхностная плотность, г/м2///Температура вспышки, С_2",-0.030643438606234197
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Плотность, кг/м3///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.04340287676736998
"Плотность нашивки///Количество отвердителя, м.%///Потребление смолы, г/м2///Модуль упругости при растяжении, ГПа///модуль упругости, ГПа///Поверхностная плотность, г/м2///Прочность при растяжении, МПа///Температура вспышки, С_2",-0.029565930132204654
